scenario,replication,entity_id,group,severity,severity_category,status,event,event_time,time_to_first_service,received_service,time_to_stage2,reached_stage2,x,y
A-S01,13,15,C,0.653,P2,ACTIVE,0,99,110,1,133,1,7.57,19.25
A-S01,13,16,B,0.731,P2,ACTIVE,0,210,52,1,105,1,0.44,9.65
A-S01,13,17,B,0.943,P1,ACTIVE,0,18,27,1,78,1,18.84,46.21
A-S01,13,18,A,0.316,P3,ACTIVE,0,291,144,1,122,1,20.9,44.53
A-S01,13,19,A,0.612,P2,ACTIVE,0,563,19,0,65,1,41.91,19.38
A-S01,13,20,B,0.919,P1,TERMINATED,1,183,59,1,528,1,30.23,38.83
A-S01,13,21,A,0.302,P3,TERMINATED,1,372,142,1,229,1,5.15,24.02
A-S01,13,22,A,0.668,P2,TERMINATED,1,478,49,1,102,0,18.92,39.78
A-S01,13,23,A,0.602,P2,ACTIVE,0,322,27,1,50,1,45.2,44.69
A-S01,13,24,A,0.784,P1,ACTIVE,0,319,87,1,231,1,42.22,5.82
A-S01,13,25,A,0.283,P3,ACTIVE,0,1326,9,1,55,1,25.85,25.33
A-S01,13,26,A,0.461,P3,ACTIVE,0,132,99,1,206,1,4.38,17.93
A-S01,13,27,A,0.909,P1,TERMINATED,1,1,15,1,69,1,6.8,23.05
A-S01,13,28,A,0.483,P3,TERMINATED,1,684,5,1,92,0,32.4,1.53
A-S01,13,29,A,0.766,P1,TERMINATED,1,235,132,1,34,1,20,47.74
A-S01,13,30,A,0.135,P4,ACTIVE,0,397,11,1,131,1,20.43,32.42
A-S01,13,31,A,0.871,P1,ACTIVE,0,907,92,1,244,1,48.61,5.9
A-S01,13,32,B,0.258,P3,ACTIVE,0,60,15,1,75,0,2.24,30.03
A-S01,13,33,B,0.164,P4,ACTIVE,0,242,46,1,252,1,38.6,23.43
A-S01,13,34,A,0.724,P2,ACTIVE,0,78,15,1,198,1,5.67,13.34
A-S01,13,35,A,0.569,P2,TERMINATED,1,399,68,1,198,1,41.19,38.32
A-S01,13,36,A,0.704,P2,TERMINATED,1,310,118,1,89,1,19.55,15.5
A-S01,13,37,B,0.887,P1,TERMINATED,1,320,17,0,46,1,19.47,2.41
A-S01,13,38,A,0.872,P1,TERMINATED,1,239,103,1,233,0,44.38,13.37
A-S01,13,39,B,0.326,P3,ACTIVE,0,36,66,1,160,1,39.01,34.23
A-S01,13,40,B,0.752,P1,ACTIVE,0,218,127,0,46,1,33.58,33.6
A-S01,13,41,B,0.128,P4,ACTIVE,0,505,7,1,54,1,24.97,24.38
A-S01,13,42,B,0.192,P4,ACTIVE,0,225,64,1,206,1,22.17,8.29
A-S01,13,43,B,0.388,P3,ACTIVE,0,437,205,1,47,0,31.2,8.72
A-S01,13,44,B,0.139,P4,ACTIVE,0,82,30,1,67,1,0.85,5.09
A-S01,13,45,B,0.713,P2,ACTIVE,0,304,87,1,19,1,30.5,20.35
A-S01,13,46,A,0.176,P4,ACTIVE,0,895,29,1,134,1,43.5,37.43
A-S01,13,47,A,0.431,P3,TERMINATED,1,67,56,1,269,1,5.51,36.09
A-S01,13,48,C,0.589,P2,TERMINATED,1,24,7,1,239,1,34.92,32.45
A-S01,13,49,A,0.842,P1,ACTIVE,0,502,108,1,98,1,15.87,23.63
A-S01,13,50,A,0.598,P2,ACTIVE,0,2,164,0,290,1,28.8,49.72
A-S01,13,51,C,0.818,P1,TERMINATED,1,182,169,1,102,1,27.75,3.74
A-S01,13,52,B,0.599,P2,ACTIVE,0,811,68,1,346,1,49.94,34.77
A-S01,13,53,A,0.118,P4,ACTIVE,0,25,12,1,280,1,44.69,6.89
A-S01,13,54,C,0.934,P1,ACTIVE,0,622,85,1,40,1,27.89,6.02
A-S01,13,55,A,0.5,P3,TERMINATED,1,118,29,0,236,0,7.93,4.88
A-S01,13,56,C,0.684,P2,ACTIVE,0,318,41,0,114,1,44.22,6.87
A-S01,13,57,A,0.158,P4,ACTIVE,0,96,88,1,119,1,43.78,21.46
A-S01,13,58,B,0.876,P1,ACTIVE,0,117,73,1,182,1,20.25,31.81
A-S01,13,59,C,0.667,P2,TERMINATED,1,153,36,1,23,0,27.33,26.58
A-S01,13,60,A,0.206,P4,TERMINATED,1,168,10,0,163,1,13.51,40.28
A-S01,13,61,B,0.139,P4,TERMINATED,1,93,74,1,62,0,34.73,35.29
A-S01,13,62,B,0.231,P4,ACTIVE,0,308,14,0,20,0,44.54,28.13
A-S01,13,63,A,0.256,P3,ACTIVE,0,394,177,1,297,1,20.15,15.03
A-S01,13,64,B,0.791,P1,ACTIVE,0,39,52,1,83,1,14.12,37.31
A-S01,13,65,C,0.433,P3,TERMINATED,1,467,23,1,14,1,29.66,29.15
A-S01,13,66,A,0.413,P3,ACTIVE,0,176,19,1,85,1,33.4,13.1
A-S01,13,67,B,0.106,P4,TERMINATED,1,118,50,1,85,1,33.83,32.74
A-S01,13,68,B,0.768,P1,ACTIVE,0,69,60,1,204,1,3.93,42
A-S01,13,69,A,0.325,P3,ACTIVE,0,540,76,1,118,1,43.96,24.46
A-S01,13,70,A,0.274,P3,ACTIVE,0,98,68,1,513,1,22.54,18.89
A-S01,13,71,B,0.258,P3,TERMINATED,1,808,72,1,337,0,48.67,14.75
A-S01,13,72,A,0.369,P3,TERMINATED,1,156,31,1,269,1,26.48,13.77
A-S01,13,73,C,0.221,P4,ACTIVE,0,277,20,1,151,1,25.21,29.47
A-S01,13,74,C,0.804,P1,TERMINATED,1,241,6,1,143,1,15.53,15.61
A-S01,13,75,A,0.584,P2,ACTIVE,0,334,73,1,337,1,21.09,41.88
A-S01,13,76,A,0.146,P4,ACTIVE,0,739,22,1,53,1,15.35,35.53
A-S01,13,77,A,0.483,P3,ACTIVE,0,363,142,1,53,1,46.97,24.3
A-S01,13,78,B,0.412,P3,ACTIVE,0,268,112,1,299,1,11.81,36.89
A-S01,13,79,A,0.425,P3,ACTIVE,0,483,43,1,177,0,21.3,43.51
A-S01,13,80,A,0.405,P3,ACTIVE,0,210,54,1,119,0,48.43,40.13
A-S01,14,1,C,0.888,P1,TERMINATED,1,85,6,0,132,0,21.65,40.75
A-S01,14,2,B,0.247,P4,ACTIVE,0,110,160,1,264,1,31.81,24.87
A-S01,14,3,B,0.469,P3,ACTIVE,0,406,63,1,160,1,21.6,49.77
A-S01,14,4,C,0.241,P4,ACTIVE,0,173,47,1,387,1,36.81,24.32
A-S01,14,5,A,0.373,P3,TERMINATED,1,222,53,1,284,0,23.89,36.64
A-S01,14,6,A,0.152,P4,ACTIVE,0,440,3,0,100,1,14,33.84
A-S01,14,7,B,0.35,P3,ACTIVE,0,487,61,1,103,1,7.75,22.24
A-S01,14,8,B,0.406,P3,ACTIVE,0,240,85,1,83,1,41.09,23.22
A-S01,14,9,A,0.214,P4,ACTIVE,0,181,18,1,101,1,17.7,18.73
A-S01,14,10,B,0.907,P1,TERMINATED,1,128,49,1,73,1,43.82,12.61
A-S01,14,11,A,0.935,P1,ACTIVE,0,34,9,1,35,1,2.28,23.6
A-S01,14,12,A,0.516,P2,ACTIVE,0,133,95,1,61,1,0.98,37.78
A-S01,14,13,C,0.384,P3,ACTIVE,0,241,31,1,33,1,38.77,18.48
A-S01,14,14,B,0.595,P2,TERMINATED,1,34,22,1,125,1,20.56,43.06
A-S01,14,15,C,0.485,P3,ACTIVE,0,282,166,1,134,1,12.38,40.89
A-S01,14,16,A,0.781,P1,TERMINATED,1,232,123,1,32,0,48.58,29.89
A-S01,14,17,A,0.774,P1,TERMINATED,1,419,114,1,231,1,38.88,0.64
A-S01,14,18,A,0.618,P2,TERMINATED,1,125,76,1,305,1,6.03,21.83
A-S01,14,19,A,0.351,P3,ACTIVE,0,188,100,1,424,1,33.38,49.82
A-S01,14,20,A,0.535,P2,ACTIVE,0,92,118,1,100,1,9.58,16.59
A-S01,14,21,A,0.779,P1,TERMINATED,1,49,81,1,81,1,32.24,39.46
A-S01,14,22,B,0.273,P3,ACTIVE,0,39,92,1,122,1,25.27,4.25
A-S01,14,23,B,0.454,P3,ACTIVE,0,276,186,1,69,0,14.83,7.51
A-S01,14,24,A,0.224,P4,ACTIVE,0,136,13,1,394,1,18.43,32.25
A-S01,14,25,A,0.464,P3,ACTIVE,0,734,154,1,129,1,46.53,31.64
A-S01,14,26,B,0.801,P1,TERMINATED,1,39,21,0,395,1,14.31,18.4
A-S01,14,27,A,0.784,P1,TERMINATED,1,724,86,1,139,1,26.94,48.29
A-S01,14,28,A,0.849,P1,TERMINATED,1,945,78,1,69,0,8.34,29.49
A-S01,14,29,A,0.93,P1,ACTIVE,0,1332,18,1,126,1,40.17,4.79
A-S01,14,30,B,0.396,P3,TERMINATED,1,312,106,1,305,1,21.12,1.45
A-S01,14,31,A,0.937,P1,TERMINATED,1,61,75,0,278,1,21.73,5.62
A-S01,14,32,A,0.117,P4,ACTIVE,0,226,57,1,93,1,25.51,14.98
A-S01,14,33,C,0.438,P3,ACTIVE,0,58,41,1,43,1,19.5,26.56
A-S01,14,34,B,0.175,P4,TERMINATED,1,915,47,1,556,1,4,45.71
A-S01,14,35,A,0.118,P4,ACTIVE,0,252,20,1,130,1,4.04,18.37
A-S01,14,36,A,0.812,P1,ACTIVE,0,386,141,1,269,1,32.94,7.94
A-S01,14,37,B,0.188,P4,ACTIVE,0,606,16,1,24,0,41.76,18.17
A-S01,14,38,A,0.926,P1,TERMINATED,1,547,94,1,9,1,30.66,46.9
A-S01,14,39,B,0.126,P4,ACTIVE,0,302,14,1,76,1,36.6,34.49
A-S01,14,40,A,0.195,P4,TERMINATED,1,427,57,1,179,0,26.78,30.05
A-S01,14,41,A,0.754,P1,ACTIVE,0,485,81,1,2,0,13.25,5.86
A-S01,14,42,A,0.934,P1,TERMINATED,1,15,8,0,114,0,45.68,0.07
A-S01,14,43,C,0.889,P1,ACTIVE,0,197,29,1,208,1,28.04,23.7
A-S01,14,44,A,0.765,P1,ACTIVE,0,32,51,1,143,0,9.57,48.16
A-S01,14,45,B,0.315,P3,TERMINATED,1,132,91,1,218,1,9.2,17.53
A-S01,14,46,C,0.734,P2,TERMINATED,1,37,3,1,153,1,29.09,39.55
A-S01,14,47,A,0.749,P2,ACTIVE,0,311,109,1,2,1,17.13,49.78
A-S01,14,48,B,0.177,P4,TERMINATED,1,409,12,1,93,1,25.82,48.09
A-S01,14,49,C,0.242,P4,TERMINATED,1,572,31,0,35,1,43.53,3.31
A-S01,14,50,A,0.59,P2,ACTIVE,0,7,33,1,15,1,25.74,28.12
A-S01,14,51,B,0.831,P1,ACTIVE,0,118,172,1,19,1,29.19,35
A-S01,14,52,A,0.164,P4,ACTIVE,0,393,93,1,314,1,42.54,18.14
A-S01,14,53,A,0.424,P3,ACTIVE,0,282,67,1,352,1,3.91,48.73
A-S01,14,54,B,0.466,P3,ACTIVE,0,149,63,1,43,1,8.18,38.5
A-S01,14,55,C,0.445,P3,ACTIVE,0,270,20,1,276,1,9.24,32.9
A-S01,14,56,A,0.162,P4,ACTIVE,0,1565,38,1,77,1,25.53,46.61
A-S01,14,57,A,0.279,P3,ACTIVE,0,4,83,1,215,1,3.4,45.35
A-S01,14,58,B,0.28,P3,ACTIVE,0,401,18,1,124,0,31.42,15.39
A-S01,14,59,C,0.919,P1,ACTIVE,0,385,77,0,108,1,25.45,32.44
A-S01,14,60,A,0.58,P2,ACTIVE,0,403,125,1,104,1,27.87,10.54
A-S01,14,61,A,0.415,P3,ACTIVE,0,263,113,1,16,1,44.71,28.88
A-S01,14,62,B,0.5,P3,ACTIVE,0,466,62,1,53,1,22.56,21.66
A-S01,14,63,A,0.867,P1,ACTIVE,0,348,54,1,7,1,19.74,25.23
A-S01,14,64,A,0.361,P3,ACTIVE,0,765,66,1,119,0,46.95,9.83
A-S01,14,65,A,0.821,P1,ACTIVE,0,84,49,1,311,1,25.06,7.85
A-S01,14,66,C,0.113,P4,ACTIVE,0,755,71,1,67,1,13.53,43.16
A-S01,14,67,A,0.431,P3,ACTIVE,0,326,133,1,111,0,48.65,7.8
A-S01,14,68,B,0.379,P3,ACTIVE,0,383,37,0,322,1,29.87,4.39
A-S01,14,69,B,0.663,P2,ACTIVE,0,313,9,1,236,1,30.12,16.76
A-S01,14,70,B,0.184,P4,ACTIVE,0,229,61,1,64,1,49.08,14.51
A-S01,14,71,C,0.278,P3,ACTIVE,0,662,25,1,110,1,45.08,19.18
A-S01,14,72,C,0.798,P1,TERMINATED,1,79,62,1,114,0,43.69,34.31
A-S01,14,73,B,0.908,P1,TERMINATED,1,230,60,1,49,0,10.16,35.32
A-S01,14,74,A,0.153,P4,ACTIVE,0,350,44,1,151,0,29.46,17.66
A-S01,14,75,C,0.467,P3,ACTIVE,0,548,28,0,47,1,36.65,3.3
A-S01,14,76,A,0.569,P2,ACTIVE,0,345,78,1,245,1,3.27,29.49
A-S01,14,77,A,0.253,P3,ACTIVE,0,120,75,0,1035,0,46.29,46.22
A-S01,14,78,A,0.336,P3,ACTIVE,0,892,5,1,120,1,35.05,34.71
A-S01,14,79,B,0.736,P2,ACTIVE,0,68,1,1,286,1,17.61,47.21
A-S01,14,80,A,0.282,P3,ACTIVE,0,34,38,1,126,0,19.93,1.35
A-S01,15,1,C,0.427,P3,ACTIVE,0,581,6,1,58,1,36.23,29.57
A-S01,15,2,B,0.192,P4,ACTIVE,0,879,156,1,490,1,1.12,15.83
A-S01,15,3,C,0.55,P2,TERMINATED,1,389,49,0,122,0,7.12,40.29
A-S01,15,4,B,0.63,P2,TERMINATED,1,14,46,1,70,1,14.97,25.02
A-S01,15,5,B,0.89,P1,TERMINATED,1,79,113,1,20,1,27.58,37.73
A-S01,15,6,A,0.596,P2,ACTIVE,0,175,202,1,79,1,43.01,39
A-S01,15,7,A,0.84,P1,ACTIVE,0,249,55,1,460,1,9.06,28.83
A-S01,15,8,A,0.815,P1,ACTIVE,0,721,153,1,120,1,19.34,22.5
A-S01,15,9,B,0.664,P2,ACTIVE,0,672,111,1,54,1,21.44,10.31
A-S01,15,10,B,0.189,P4,ACTIVE,0,338,81,1,397,0,7.78,13.09
A-S01,15,11,C,0.948,P1,ACTIVE,0,101,104,1,192,1,32.3,7.92
A-S01,15,12,A,0.348,P3,TERMINATED,1,9,54,1,301,1,30.26,48.3
A-S01,15,13,C,0.753,P1,TERMINATED,1,247,9,1,164,0,41.36,5.16
A-S01,15,14,C,0.322,P3,TERMINATED,1,184,40,1,56,1,48.49,38.52
A-S01,15,15,B,0.615,P2,ACTIVE,0,1,28,1,207,0,30.35,40.9
A-S01,15,16,C,0.717,P2,ACTIVE,0,20,159,1,145,1,46.09,13.9
A-S01,15,17,A,0.252,P3,TERMINATED,1,268,31,1,155,1,32.84,44.29
A-S01,15,18,C,0.777,P1,ACTIVE,0,601,3,1,449,1,2.1,12.64
A-S01,15,19,A,0.206,P4,ACTIVE,0,68,117,1,201,1,41.44,31.13
A-S01,15,20,A,0.423,P3,ACTIVE,0,905,104,0,180,1,29.85,23.43
A-S01,15,21,C,0.631,P2,TERMINATED,1,50,42,1,184,1,30.1,29.01
A-S01,15,22,C,0.74,P2,ACTIVE,0,31,11,1,177,0,7.58,5.44
A-S01,15,23,A,0.731,P2,ACTIVE,0,298,82,1,287,1,26.07,20.06
A-S01,15,24,C,0.223,P4,ACTIVE,0,233,53,1,317,1,7.36,47.54
A-S01,15,25,B,0.477,P3,ACTIVE,0,366,102,1,259,1,30.66,41.23
A-S01,15,26,A,0.714,P2,TERMINATED,1,369,95,1,155,0,37.56,43.21
A-S01,15,27,A,0.795,P1,TERMINATED,1,10,36,1,59,0,8.87,23.66
A-S01,15,28,A,0.116,P4,ACTIVE,0,34,63,1,184,1,27.62,19.14
A-S01,15,29,A,0.86,P1,ACTIVE,0,33,54,1,129,1,48.08,21.72
A-S01,15,30,B,0.846,P1,TERMINATED,1,233,87,1,482,1,22.73,17.62
A-S01,15,31,C,0.614,P2,ACTIVE,0,37,52,1,229,1,44.2,18.57
A-S01,15,32,B,0.746,P2,ACTIVE,0,49,104,1,206,1,2.22,46.55
A-S01,15,33,C,0.544,P2,ACTIVE,0,170,29,1,36,1,22.19,0.82
A-S01,15,34,A,0.468,P3,ACTIVE,0,340,17,1,61,1,44.42,26.56
A-S01,15,35,C,0.778,P1,TERMINATED,1,559,36,1,613,0,7.19,49.31
A-S01,15,36,A,0.401,P3,TERMINATED,1,337,12,1,50,0,11.04,45.76
A-S01,15,37,A,0.128,P4,ACTIVE,0,365,66,1,20,1,28.02,28.45
A-S01,15,38,A,0.488,P3,ACTIVE,0,180,51,1,25,1,7.42,4.84
A-S01,15,39,B,0.297,P3,ACTIVE,0,154,34,0,102,1,23.59,19.47
A-S01,15,40,B,0.906,P1,TERMINATED,1,391,38,0,181,0,42.27,33.61
A-S01,15,41,C,0.481,P3,ACTIVE,0,138,21,1,26,1,13.75,8.44
A-S01,15,42,A,0.772,P1,TERMINATED,1,1424,31,1,146,0,38.82,21.87
A-S01,15,43,A,0.876,P1,TERMINATED,1,429,69,1,149,0,46.02,6.51
A-S01,15,44,A,0.354,P3,TERMINATED,1,382,97,1,267,1,19.32,4.57
A-S01,15,45,C,0.698,P2,ACTIVE,0,520,48,1,226,1,18.01,9.35
A-S01,15,46,A,0.345,P3,ACTIVE,0,335,20,1,105,1,42.59,26.92
A-S01,15,47,B,0.525,P2,ACTIVE,0,160,1,1,170,0,37.67,0.14
A-S01,15,48,C,0.534,P2,ACTIVE,0,84,31,1,78,1,22.98,24.45
A-S01,15,49,C,0.104,P4,ACTIVE,0,10,6,1,66,1,24.34,10.76
A-S01,15,50,B,0.899,P1,ACTIVE,0,410,36,0,469,1,23.6,34.48
A-S01,15,51,A,0.891,P1,TERMINATED,1,136,128,1,150,0,41.42,23.09
A-S01,15,52,A,0.418,P3,TERMINATED,1,67,14,1,354,1,27.53,12
A-S01,15,53,C,0.555,P2,TERMINATED,1,177,107,1,25,1,5.17,22.57
A-S01,15,54,B,0.407,P3,TERMINATED,1,211,14,1,299,1,17.48,17.8
A-S01,15,55,C,0.176,P4,ACTIVE,0,344,11,1,253,1,42.08,30.13
A-S01,15,56,C,0.126,P4,ACTIVE,0,505,5,1,113,1,15.76,17.65
A-S01,15,57,B,0.836,P1,TERMINATED,1,74,9,1,169,1,34.02,40.09
A-S01,15,58,B,0.889,P1,ACTIVE,0,25,20,1,16,1,34.04,25.81
A-S01,15,59,A,0.322,P3,ACTIVE,0,191,16,1,308,1,6.69,26.66
A-S01,15,60,A,0.478,P3,ACTIVE,0,17,44,1,38,1,10.79,15.17
A-S01,15,61,B,0.385,P3,ACTIVE,0,176,92,1,145,1,3.49,19.47
A-S01,15,62,C,0.569,P2,TERMINATED,1,22,151,1,94,1,18.04,17.82
A-S01,15,63,C,0.655,P2,TERMINATED,1,247,71,1,122,0,14.91,19.97
A-S01,15,64,A,0.77,P1,TERMINATED,1,106,25,0,291,1,17.46,25.02
A-S01,15,65,A,0.764,P1,TERMINATED,1,261,1,1,410,0,25.48,11.72
A-S01,15,66,B,0.836,P1,TERMINATED,1,289,36,1,227,0,23.47,1.76
A-S01,15,67,B,0.154,P4,ACTIVE,0,58,32,1,1,1,36.96,44.79
A-S01,15,68,A,0.127,P4,ACTIVE,0,156,286,1,116,1,19.67,0.54
A-S01,15,69,C,0.742,P2,TERMINATED,1,541,5,1,520,1,1.13,22.58
A-S01,15,70,B,0.803,P1,TERMINATED,1,481,135,1,62,1,20.33,27.73
A-S01,15,71,B,0.204,P4,TERMINATED,1,436,101,1,649,1,21.95,21.53
A-S01,15,72,A,0.439,P3,ACTIVE,0,321,18,1,226,1,35.57,14.75
A-S01,15,73,A,0.248,P4,TERMINATED,1,95,72,1,68,0,16.53,30.59
A-S01,15,74,A,0.431,P3,ACTIVE,0,379,7,1,239,1,46.45,46.38
A-S01,15,75,B,0.8,P1,TERMINATED,1,189,67,1,203,1,23.92,22.71
A-S01,15,76,A,0.348,P3,ACTIVE,0,476,35,1,165,1,30.73,1.8
A-S01,15,77,A,0.634,P2,ACTIVE,0,250,159,1,119,1,12.63,15.75
A-S01,15,78,C,0.23,P4,ACTIVE,0,469,96,0,285,1,19.18,46.85
A-S01,15,79,B,0.236,P4,ACTIVE,0,245,24,1,138,0,42.41,3.89
A-S01,15,80,A,0.529,P2,ACTIVE,0,611,26,1,848,1,25.24,46.76
A-S01,16,1,B,0.649,P2,TERMINATED,1,297,29,1,429,1,8.98,0.6
A-S01,16,2,A,0.243,P4,TERMINATED,1,396,72,1,289,1,14.19,31.54
A-S01,16,3,C,0.529,P2,ACTIVE,0,603,118,0,274,1,14.73,26.8
A-S01,16,4,A,0.694,P2,TERMINATED,1,525,42,1,272,0,40.53,20.2
A-S01,16,5,B,0.711,P2,ACTIVE,0,402,79,1,206,1,34.42,28.62
A-S01,16,6,A,0.607,P2,ACTIVE,0,90,57,1,118,1,10.81,9.56
A-S01,16,7,B,0.441,P3,ACTIVE,0,311,38,1,338,1,21.81,1.03
A-S01,16,8,C,0.386,P3,ACTIVE,0,62,44,1,103,1,23.36,19.24
A-S01,16,9,A,0.428,P3,ACTIVE,0,395,215,1,134,1,8.99,48.07
A-S01,16,10,C,0.31,P3,ACTIVE,0,137,99,1,46,0,26.79,42.01
A-S01,16,11,C,0.688,P2,ACTIVE,0,1,34,1,54,1,28.96,12.24
A-S01,16,12,C,0.668,P2,ACTIVE,0,330,70,1,126,1,41.76,33.18
A-S01,16,13,B,0.848,P1,TERMINATED,1,281,66,1,100,1,10.11,27.28
A-S01,16,14,A,0.311,P3,ACTIVE,0,317,87,1,275,1,28.04,41.6
A-S01,16,15,B,0.315,P3,ACTIVE,0,444,25,1,77,1,39.44,12.32
A-S01,16,16,A,0.518,P2,ACTIVE,0,1057,16,0,170,0,4.22,39.01
A-S01,16,17,B,0.79,P1,ACTIVE,0,667,51,1,125,1,18.79,42.41
A-S01,16,18,C,0.632,P2,ACTIVE,0,497,9,0,266,1,15.03,21.29
A-S01,16,19,C,0.291,P3,ACTIVE,0,292,19,1,65,1,49.69,37.11
A-S01,16,20,A,0.176,P4,ACTIVE,0,183,77,0,40,1,36.15,8.37
A-S01,16,21,A,0.916,P1,TERMINATED,1,256,135,1,41,1,36.67,8.2
A-S01,16,22,B,0.256,P3,ACTIVE,0,379,3,0,193,1,22.32,1.66
A-S01,16,23,A,0.553,P2,ACTIVE,0,272,62,1,333,1,28.75,2.29
A-S01,16,24,B,0.515,P2,ACTIVE,0,57,69,1,344,1,25.65,44.61
A-S01,16,25,C,0.725,P2,ACTIVE,0,956,66,1,91,1,46.01,29.21
A-S01,16,26,B,0.607,P2,ACTIVE,0,58,19,1,144,1,40.05,22.72
A-S01,16,27,A,0.121,P4,ACTIVE,0,345,33,1,374,1,7.42,42.71
A-S01,16,28,A,0.772,P1,TERMINATED,1,212,54,1,5,1,10.64,18.08
A-S01,16,29,C,0.265,P3,ACTIVE,0,56,21,1,172,0,33.4,14.51
A-S01,16,30,A,0.62,P2,TERMINATED,1,21,46,1,29,1,48.86,16.31
A-S01,16,31,B,0.94,P1,ACTIVE,0,44,53,1,478,0,11.09,27.42
A-S01,16,32,C,0.841,P1,TERMINATED,1,109,55,1,491,1,23.81,33.84
A-S01,16,33,B,0.52,P2,TERMINATED,1,84,39,1,106,0,43.11,48.23
A-S01,16,34,C,0.448,P3,ACTIVE,0,226,124,1,9,1,46.35,26.99
A-S01,16,35,A,0.213,P4,TERMINATED,1,34,95,1,298,0,21.86,20.04
A-S01,16,36,B,0.589,P2,ACTIVE,0,189,70,1,48,1,7.11,10.57
A-S01,16,37,A,0.523,P2,ACTIVE,0,21,21,1,157,1,18.49,11.59
A-S01,16,38,C,0.466,P3,ACTIVE,0,22,39,1,232,1,38.93,45.85
A-S01,16,39,C,0.308,P3,ACTIVE,0,76,49,1,884,1,39.29,35.07
A-S01,16,40,A,0.267,P3,ACTIVE,0,226,103,1,85,1,38.85,40.69
A-S01,16,41,B,0.344,P3,TERMINATED,1,78,95,1,57,0,6.5,9.74
A-S01,16,42,A,0.513,P2,ACTIVE,0,57,40,1,76,0,44.9,21.43
A-S01,16,43,A,0.177,P4,ACTIVE,0,18,71,1,21,1,49.43,24.26
A-S01,16,44,A,0.661,P2,ACTIVE,0,338,41,1,227,1,32.63,1.87
A-S01,16,45,A,0.882,P1,TERMINATED,1,21,82,0,441,1,17.08,45.51
A-S01,16,46,A,0.313,P3,ACTIVE,0,231,136,0,104,1,38.89,25.43
A-S01,16,47,C,0.644,P2,ACTIVE,0,297,15,1,403,1,32.89,25.25
A-S01,16,48,B,0.727,P2,ACTIVE,0,749,32,1,262,1,42.6,30.03
A-S01,16,49,C,0.851,P1,ACTIVE,0,446,153,1,298,1,13.1,40.48
A-S01,16,50,A,0.621,P2,ACTIVE,0,265,24,1,596,1,39.43,33.1
A-S01,16,51,A,0.845,P1,ACTIVE,0,620,137,1,143,1,16.54,5.49
A-S01,16,52,C,0.469,P3,TERMINATED,1,566,78,1,125,0,19.95,44.44
A-S01,16,53,B,0.682,P2,ACTIVE,0,118,136,1,15,1,40.12,37.34
A-S01,16,54,B,0.776,P1,TERMINATED,1,575,156,1,138,1,14.75,44.99
A-S01,16,55,B,0.277,P3,ACTIVE,0,1066,8,1,260,1,17.26,18.54
A-S01,16,56,B,0.616,P2,ACTIVE,0,453,151,1,200,0,20.8,0.33
A-S01,16,57,A,0.492,P3,ACTIVE,0,105,26,1,165,1,29.35,19.18
A-S01,16,58,B,0.258,P3,TERMINATED,1,174,41,0,37,0,45.78,15.3
A-S01,16,59,B,0.769,P1,ACTIVE,0,814,14,1,144,1,39.27,15.77
A-S01,16,60,C,0.603,P2,TERMINATED,1,48,42,1,117,1,34.18,8.77
A-S01,16,61,C,0.887,P1,TERMINATED,1,523,106,0,272,1,5.33,10.69
A-S01,16,62,B,0.253,P3,ACTIVE,0,131,34,1,228,1,9.62,40.33
A-S01,16,63,C,0.654,P2,TERMINATED,1,392,184,1,309,0,5.31,9.11
A-S01,16,64,A,0.319,P3,ACTIVE,0,13,74,1,629,0,19.97,31.8
A-S01,16,65,A,0.897,P1,TERMINATED,1,21,5,1,229,1,14.41,21.97
A-S01,16,66,B,0.292,P3,ACTIVE,0,365,37,0,85,1,4.61,20.26
A-S01,16,67,A,0.276,P3,ACTIVE,0,108,11,1,143,0,45.72,17.42
A-S01,16,68,A,0.892,P1,TERMINATED,1,337,23,1,89,0,26.16,19.35
A-S01,16,69,B,0.355,P3,TERMINATED,1,4,79,1,71,1,11.59,24.11
A-S01,16,70,B,0.318,P3,ACTIVE,0,116,90,1,351,1,23.08,24.38
A-S01,16,71,A,0.623,P2,ACTIVE,0,192,170,1,316,1,0.84,41.22
A-S01,16,72,A,0.382,P3,ACTIVE,0,141,11,1,143,1,47.2,26.81
A-S01,16,73,C,0.932,P1,ACTIVE,0,177,112,1,208,1,19.82,27.92
A-S01,16,74,C,0.609,P2,TERMINATED,1,193,66,1,99,0,41.9,43.22
A-S01,16,75,A,0.263,P3,ACTIVE,0,109,55,1,110,1,39.27,44.74
A-S01,16,76,C,0.518,P2,ACTIVE,0,218,83,1,88,1,9.16,28.14
A-S01,16,77,B,0.305,P3,ACTIVE,0,140,96,1,261,1,21.03,13.44
A-S01,16,78,A,0.383,P3,ACTIVE,0,586,125,1,205,0,8.12,12.49
A-S01,16,79,B,0.668,P2,ACTIVE,0,8,100,1,218,1,21.57,10.72
A-S01,16,80,A,0.938,P1,ACTIVE,0,239,18,1,367,1,7.96,4.69
A-S01,17,1,C,0.82,P1,ACTIVE,0,400,29,1,38,1,48.38,34.56
A-S01,17,2,B,0.198,P4,TERMINATED,1,342,73,0,92,1,45.07,3.09
A-S01,17,3,C,0.912,P1,ACTIVE,0,313,92,1,146,0,21.77,38.64
