scenario,replication,entity_id,group,severity,severity_category,status,event,event_time,time_to_first_service,received_service,time_to_stage2,reached_stage2,x,y
A-S07,13,36,A,0.645,P2,ACTIVE,0,237,119,1,224,1,35.82,24.18
A-S07,13,37,B,0.212,P4,ACTIVE,0,23,60,1,243,1,40.54,36.38
A-S07,13,38,B,0.511,P2,ACTIVE,0,886,96,1,174,0,29.92,6.88
A-S07,13,39,A,0.291,P3,TERMINATED,1,225,100,1,97,0,23.84,42.09
A-S07,13,40,B,0.288,P3,ACTIVE,0,1007,83,1,203,0,3.32,2.08
A-S07,13,41,A,0.774,P1,TERMINATED,1,362,33,0,70,1,30.28,33.49
A-S07,13,42,A,0.684,P2,TERMINATED,1,22,12,1,109,1,15,36.88
A-S07,13,43,A,0.639,P2,TERMINATED,1,182,78,1,135,1,9.13,4.69
A-S07,13,44,A,0.455,P3,TERMINATED,1,389,152,0,58,1,14.02,14.03
A-S07,13,45,B,0.653,P2,TERMINATED,1,137,65,0,178,0,19.68,5.87
A-S07,13,46,A,0.281,P3,ACTIVE,0,797,87,1,103,1,8.88,41.38
A-S07,13,47,A,0.382,P3,ACTIVE,0,159,53,0,235,1,36.36,28.08
A-S07,13,48,A,0.939,P1,ACTIVE,0,150,39,0,136,1,9.78,44.59
A-S07,13,49,A,0.169,P4,ACTIVE,0,164,103,1,412,1,42.43,19.16
A-S07,13,50,C,0.367,P3,ACTIVE,0,31,61,1,202,1,25.82,16.04
A-S07,13,51,A,0.752,P1,ACTIVE,0,155,71,1,2,1,49.88,42.35
A-S07,13,52,B,0.646,P2,ACTIVE,0,994,136,1,151,1,33.62,42.35
A-S07,13,53,B,0.391,P3,TERMINATED,1,388,64,0,360,1,29.61,16.06
A-S07,13,54,A,0.206,P4,ACTIVE,0,113,93,1,290,1,23.46,0.87
A-S07,13,55,C,0.111,P4,ACTIVE,0,342,60,0,153,1,42.71,11.67
A-S07,13,56,B,0.311,P3,ACTIVE,0,28,111,1,332,1,17.44,15.63
A-S07,13,57,C,0.713,P2,ACTIVE,0,791,22,1,188,1,32.54,2.2
A-S07,13,58,B,0.455,P3,ACTIVE,0,133,56,1,87,0,2.64,42.4
A-S07,13,59,A,0.362,P3,ACTIVE,0,150,358,0,176,1,47.01,6.66
A-S07,13,60,B,0.795,P1,TERMINATED,1,69,6,0,60,0,19.63,7.47
A-S07,13,61,A,0.181,P4,TERMINATED,1,348,76,0,84,0,44.28,5.03
A-S07,13,62,A,0.42,P3,ACTIVE,0,198,127,1,58,1,9.56,33.74
A-S07,13,63,C,0.122,P4,ACTIVE,0,1217,88,1,432,1,12.76,35.58
A-S07,13,64,A,0.873,P1,TERMINATED,1,209,125,1,145,0,21.15,16.72
A-S07,13,65,C,0.268,P3,ACTIVE,0,434,125,1,92,0,7.17,27.66
A-S07,13,66,A,0.651,P2,TERMINATED,1,140,139,1,100,0,11.12,45.09
A-S07,13,67,B,0.271,P3,ACTIVE,0,995,33,0,207,1,11.25,5.94
A-S07,13,68,A,0.739,P2,TERMINATED,1,236,141,0,118,0,49.56,20.92
A-S07,13,69,A,0.477,P3,ACTIVE,0,293,78,1,143,1,12.65,20.78
A-S07,13,70,C,0.807,P1,ACTIVE,0,5,15,1,98,1,30.1,34.65
A-S07,13,71,A,0.891,P1,ACTIVE,0,55,51,0,176,1,2.23,38.41
A-S07,13,72,A,0.289,P3,TERMINATED,1,64,126,1,138,1,49.65,36.74
A-S07,13,73,C,0.418,P3,ACTIVE,0,31,167,1,351,1,42.12,14.95
A-S07,13,74,A,0.445,P3,ACTIVE,0,53,255,1,164,1,24.28,17.23
A-S07,13,75,C,0.83,P1,ACTIVE,0,75,14,1,46,1,19.23,44.2
A-S07,13,76,A,0.43,P3,ACTIVE,0,65,74,1,168,1,17.94,41.87
A-S07,13,77,A,0.598,P2,TERMINATED,1,46,113,1,97,1,1.81,18.46
A-S07,13,78,A,0.339,P3,TERMINATED,1,913,27,1,146,0,20.52,10.05
A-S07,13,79,B,0.872,P1,TERMINATED,1,127,234,1,305,1,30.46,8.46
A-S07,13,80,A,0.362,P3,ACTIVE,0,504,131,1,311,1,23.76,36.91
A-S07,14,1,A,0.838,P1,TERMINATED,1,92,27,1,175,1,26.64,23.55
A-S07,14,2,B,0.616,P2,ACTIVE,0,1540,174,1,60,0,12.22,2.83
A-S07,14,3,A,0.935,P1,ACTIVE,0,342,107,1,102,0,6.19,23.15
A-S07,14,4,A,0.189,P4,ACTIVE,0,28,99,1,284,1,6.61,11.23
A-S07,14,5,C,0.826,P1,ACTIVE,0,626,28,1,180,0,39.24,28.63
A-S07,14,6,B,0.78,P1,TERMINATED,1,310,117,0,29,0,25.31,35.95
A-S07,14,7,B,0.66,P2,TERMINATED,1,557,78,1,152,0,29.2,35.54
A-S07,14,8,B,0.393,P3,TERMINATED,1,252,20,1,72,0,2.77,16.03
A-S07,14,9,A,0.799,P1,ACTIVE,0,17,48,1,105,1,1.6,45.85
A-S07,14,10,C,0.481,P3,ACTIVE,0,365,27,0,156,1,10.25,6.26
A-S07,14,11,A,0.608,P2,ACTIVE,0,38,42,0,292,1,0.84,37.66
A-S07,14,12,B,0.713,P2,TERMINATED,1,15,52,1,247,0,30.35,10.63
A-S07,14,13,C,0.821,P1,ACTIVE,0,63,39,1,171,1,28.68,23.4
A-S07,14,14,B,0.398,P3,ACTIVE,0,50,98,1,233,0,25.07,33.26
A-S07,14,15,B,0.579,P2,TERMINATED,1,191,33,0,287,1,38.14,5.76
A-S07,14,16,C,0.451,P3,TERMINATED,1,52,38,1,61,1,31.86,20.25
A-S07,14,17,B,0.159,P4,TERMINATED,1,23,89,1,35,1,49.14,18.63
A-S07,14,18,B,0.831,P1,TERMINATED,1,195,135,1,44,1,17.95,35.49
A-S07,14,19,C,0.168,P4,ACTIVE,0,595,83,0,258,1,7.15,5.77
A-S07,14,20,C,0.104,P4,ACTIVE,0,442,123,1,70,1,49.4,25.45
A-S07,14,21,A,0.441,P3,ACTIVE,0,35,248,0,127,1,16.27,45.68
A-S07,14,22,A,0.452,P3,ACTIVE,0,1268,91,0,102,0,37.97,49.51
A-S07,14,23,C,0.348,P3,ACTIVE,0,969,2,0,131,0,30.37,47.29
A-S07,14,24,A,0.776,P1,ACTIVE,0,281,108,1,253,1,0.9,49.17
A-S07,14,25,A,0.826,P1,ACTIVE,0,184,129,0,76,1,30.27,33.08
A-S07,14,26,C,0.794,P1,TERMINATED,1,306,71,0,271,0,39.1,14.63
A-S07,14,27,A,0.515,P2,ACTIVE,0,373,237,0,194,1,1.66,28.53
A-S07,14,28,C,0.146,P4,ACTIVE,0,723,7,1,144,1,27.51,47.3
A-S07,14,29,B,0.845,P1,ACTIVE,0,373,44,1,187,1,17.6,30.71
A-S07,14,30,B,0.605,P2,TERMINATED,1,70,51,0,331,0,48.77,11.12
A-S07,14,31,A,0.258,P3,ACTIVE,0,171,96,0,456,1,14.99,40.22
A-S07,14,32,A,0.556,P2,ACTIVE,0,152,68,0,104,1,28.18,29.67
A-S07,14,33,A,0.664,P2,TERMINATED,1,172,99,1,135,1,2.16,24.7
A-S07,14,34,A,0.377,P3,ACTIVE,0,463,224,1,303,1,42.88,4.09
A-S07,14,35,A,0.179,P4,TERMINATED,1,633,8,1,154,1,42.74,4.05
A-S07,14,36,B,0.788,P1,TERMINATED,1,619,151,1,159,0,34.44,23.77
A-S07,14,37,A,0.426,P3,ACTIVE,0,201,27,0,22,1,2.75,20.97
A-S07,14,38,B,0.616,P2,ACTIVE,0,335,140,0,67,1,49.65,17.36
A-S07,14,39,A,0.858,P1,TERMINATED,1,93,118,0,150,0,45.94,40.29
A-S07,14,40,B,0.11,P4,ACTIVE,0,327,213,0,46,1,13.77,4.37
A-S07,14,41,C,0.914,P1,ACTIVE,0,199,122,1,285,1,9.87,40.15
A-S07,14,42,B,0.106,P4,ACTIVE,0,470,123,0,406,1,3.24,35.52
A-S07,14,43,A,0.39,P3,ACTIVE,0,810,49,0,71,1,20.06,29.92
A-S07,14,44,B,0.285,P3,ACTIVE,0,79,190,1,260,1,0.51,42.36
A-S07,14,45,A,0.24,P4,ACTIVE,0,467,95,1,120,1,21.83,41.19
A-S07,14,46,B,0.732,P2,TERMINATED,1,52,77,0,144,0,31.5,40.7
A-S07,14,47,B,0.422,P3,TERMINATED,1,74,16,1,68,1,4.64,5.55
A-S07,14,48,B,0.411,P3,ACTIVE,0,209,84,1,200,1,8.11,17.43
A-S07,14,49,B,0.873,P1,TERMINATED,1,492,28,1,846,1,49.35,37.22
A-S07,14,50,A,0.619,P2,TERMINATED,1,178,151,0,15,0,19.95,26.48
A-S07,14,51,A,0.865,P1,ACTIVE,0,506,66,1,84,1,6.49,17.27
A-S07,14,52,A,0.757,P1,TERMINATED,1,115,53,1,246,1,31.82,7.32
A-S07,14,53,A,0.687,P2,ACTIVE,0,99,112,1,7,1,34.75,5.41
A-S07,14,54,C,0.553,P2,TERMINATED,1,146,42,0,321,0,49.55,6.53
A-S07,14,55,B,0.589,P2,TERMINATED,1,732,103,0,209,1,43.41,44.91
A-S07,14,56,C,0.296,P3,TERMINATED,1,574,91,1,329,1,22.67,37.73
A-S07,14,57,B,0.732,P2,TERMINATED,1,1009,168,1,373,0,46.95,27.48
A-S07,14,58,A,0.282,P3,ACTIVE,0,48,192,0,230,1,12.74,30.69
A-S07,14,59,A,0.49,P3,ACTIVE,0,92,127,0,103,1,26.2,34.96
A-S07,14,60,B,0.334,P3,ACTIVE,0,206,39,1,3,1,14.01,46.52
A-S07,14,61,A,0.69,P2,TERMINATED,1,38,39,1,59,0,42.21,11.91
A-S07,14,62,B,0.898,P1,TERMINATED,1,408,43,1,187,0,31.17,34.35
A-S07,14,63,A,0.65,P2,ACTIVE,0,287,131,1,45,1,3.07,1.37
A-S07,14,64,A,0.828,P1,TERMINATED,1,556,10,0,24,0,22.33,12.36
A-S07,14,65,A,0.38,P3,ACTIVE,0,91,330,1,76,1,38.28,1.13
A-S07,14,66,B,0.319,P3,TERMINATED,1,203,36,0,250,0,38.38,22.99
A-S07,14,67,B,0.277,P3,ACTIVE,0,502,93,1,199,1,34.58,33.69
A-S07,14,68,B,0.499,P3,ACTIVE,0,281,97,1,190,1,24.69,35.06
A-S07,14,69,B,0.187,P4,ACTIVE,0,413,208,1,61,1,34.1,8.53
A-S07,14,70,A,0.514,P2,ACTIVE,0,51,156,1,139,1,13.09,34.04
A-S07,14,71,C,0.702,P2,ACTIVE,0,934,163,1,164,1,21.71,12.3
A-S07,14,72,B,0.247,P4,ACTIVE,0,64,64,1,246,1,37.51,8.53
A-S07,14,73,B,0.763,P1,ACTIVE,0,95,37,1,170,0,46.58,19.81
A-S07,14,74,B,0.422,P3,ACTIVE,0,448,65,0,243,1,24.38,38.71
A-S07,14,75,A,0.268,P3,ACTIVE,0,102,60,0,496,0,27.03,3.04
A-S07,14,76,B,0.544,P2,TERMINATED,1,36,8,0,104,1,24.59,17.17
A-S07,14,77,A,0.23,P4,ACTIVE,0,621,128,0,436,1,1.54,40.52
A-S07,14,78,B,0.893,P1,ACTIVE,0,161,128,1,120,0,8.29,38.19
A-S07,14,79,C,0.729,P2,TERMINATED,1,327,90,1,36,1,11.28,14.57
A-S07,14,80,C,0.107,P4,ACTIVE,0,209,120,1,306,1,16.81,45.87
A-S07,15,1,C,0.72,P2,TERMINATED,1,22,103,1,112,0,7.1,0.18
A-S07,15,2,A,0.404,P3,ACTIVE,0,151,310,0,261,1,49.32,21.1
A-S07,15,3,B,0.574,P2,TERMINATED,1,850,94,1,321,1,45.38,1.63
A-S07,15,4,C,0.761,P1,ACTIVE,0,133,124,0,213,1,18.89,8.29
A-S07,15,5,A,0.344,P3,ACTIVE,0,197,55,1,80,1,15.82,49.59
A-S07,15,6,B,0.105,P4,ACTIVE,0,281,11,1,409,1,48.98,15.2
A-S07,15,7,B,0.63,P2,ACTIVE,0,26,131,0,200,1,45.56,8.47
A-S07,15,8,B,0.297,P3,ACTIVE,0,128,62,1,237,0,18.97,18.7
A-S07,15,9,B,0.468,P3,TERMINATED,1,448,90,1,238,1,31.92,29.63
A-S07,15,10,B,0.347,P3,TERMINATED,1,282,218,0,23,1,31.42,11.09
A-S07,15,11,A,0.217,P4,ACTIVE,0,207,42,0,109,1,28.7,24.22
A-S07,15,12,C,0.434,P3,ACTIVE,0,285,69,1,179,1,43.55,38.56
A-S07,15,13,B,0.374,P3,ACTIVE,0,241,9,0,34,1,16.55,13.12
A-S07,15,14,B,0.591,P2,TERMINATED,1,28,57,1,202,1,8.46,48.66
A-S07,15,15,A,0.783,P1,ACTIVE,0,325,235,1,149,1,44.13,0.99
A-S07,15,16,C,0.285,P3,ACTIVE,0,172,196,1,244,1,18.22,44.59
A-S07,15,17,A,0.921,P1,ACTIVE,0,251,89,1,340,1,28.87,34.96
A-S07,15,18,A,0.751,P1,TERMINATED,1,70,169,1,521,1,12.74,7.88
A-S07,15,19,B,0.235,P4,ACTIVE,0,96,240,0,390,1,11.42,32.11
A-S07,15,20,B,0.326,P3,TERMINATED,1,335,45,1,3,0,12.65,49.65
A-S07,15,21,A,0.541,P2,ACTIVE,0,72,44,1,565,1,31.11,45.12
A-S07,15,22,C,0.513,P2,TERMINATED,1,104,185,1,121,1,35.87,15
A-S07,15,23,A,0.247,P4,ACTIVE,0,627,128,1,43,1,12.84,10.34
A-S07,15,24,C,0.301,P3,ACTIVE,0,64,34,0,68,1,19.3,18.7
A-S07,15,25,A,0.5,P2,ACTIVE,0,376,30,1,265,1,6.27,19.07
A-S07,15,26,B,0.863,P1,ACTIVE,0,364,14,0,694,1,47.89,49.64
A-S07,15,27,A,0.257,P3,ACTIVE,0,31,81,0,103,1,28.32,8.95
A-S07,15,28,C,0.739,P2,ACTIVE,0,515,63,1,46,1,31.71,10.51
A-S07,15,29,B,0.244,P4,ACTIVE,0,32,69,0,708,1,31.37,18.41
A-S07,15,30,A,0.187,P4,ACTIVE,0,340,291,1,81,1,43.65,48.18
A-S07,15,31,C,0.698,P2,TERMINATED,1,300,10,0,177,1,6.72,8.1
A-S07,15,32,B,0.151,P4,ACTIVE,0,658,209,1,174,1,36.78,6.88
A-S07,15,33,B,0.354,P3,TERMINATED,1,116,24,0,81,1,45.19,46.33
A-S07,15,34,B,0.346,P3,ACTIVE,0,727,51,1,22,1,27.8,20.98
A-S07,15,35,B,0.526,P2,TERMINATED,1,410,128,1,245,1,47.38,3.31
A-S07,15,36,C,0.604,P2,ACTIVE,0,143,190,0,109,1,15.4,23.27
A-S07,15,37,A,0.187,P4,TERMINATED,1,245,98,1,481,1,32.33,45.04
A-S07,15,38,A,0.105,P4,ACTIVE,0,12,29,1,142,1,37.99,9.64
A-S07,15,39,A,0.87,P1,ACTIVE,0,584,297,1,166,0,27.59,40.59
A-S07,15,40,B,0.59,P2,ACTIVE,0,106,87,1,316,1,6,41.87
A-S07,15,41,C,0.764,P1,TERMINATED,1,8,10,1,121,0,22.4,28.58
A-S07,15,42,B,0.577,P2,ACTIVE,0,180,44,0,197,1,49.8,22.68
A-S07,15,43,B,0.496,P3,ACTIVE,0,69,88,1,67,1,1.04,26.14
A-S07,15,44,A,0.215,P4,ACTIVE,0,310,18,1,142,1,19.48,13.82
A-S07,15,45,A,0.79,P1,TERMINATED,1,426,99,1,119,0,15.65,46.27
A-S07,15,46,A,0.2,P4,ACTIVE,0,609,19,1,119,1,0.63,11.53
A-S07,15,47,A,0.137,P4,TERMINATED,1,127,237,0,100,0,31.78,43.97
A-S07,15,48,B,0.521,P2,ACTIVE,0,774,40,1,354,1,12.41,1.5
A-S07,15,49,A,0.644,P2,ACTIVE,0,114,128,1,312,1,10.43,25.44
A-S07,15,50,A,0.779,P1,ACTIVE,0,309,25,1,122,1,47.68,43.8
A-S07,15,51,A,0.204,P4,ACTIVE,0,156,280,1,133,1,25.76,0.8
A-S07,15,52,B,0.23,P4,ACTIVE,0,173,79,1,129,1,47.56,41.43
A-S07,15,53,B,0.234,P4,TERMINATED,1,53,79,1,134,1,16.5,9.93
A-S07,15,54,A,0.872,P1,ACTIVE,0,375,2,1,301,0,9.17,25.76
A-S07,15,55,B,0.618,P2,ACTIVE,0,422,137,0,320,1,39.39,42.74
A-S07,15,56,A,0.248,P4,ACTIVE,0,387,166,1,162,1,39.64,26.01
A-S07,15,57,A,0.616,P2,TERMINATED,1,92,31,1,57,0,38.51,4.48
A-S07,15,58,B,0.403,P3,TERMINATED,1,29,58,1,10,0,48,0.34
A-S07,15,59,B,0.925,P1,ACTIVE,0,223,80,1,171,0,20.99,45.42
A-S07,15,60,A,0.426,P3,TERMINATED,1,185,111,0,165,0,10.3,13.67
A-S07,15,61,B,0.872,P1,TERMINATED,1,301,93,1,74,0,47.07,10.06
A-S07,15,62,B,0.228,P4,ACTIVE,0,298,161,1,50,1,24.29,7.56
A-S07,15,63,B,0.228,P4,ACTIVE,0,239,24,1,253,1,42.76,10.03
A-S07,15,64,C,0.107,P4,ACTIVE,0,527,30,1,54,1,42.46,14.98
A-S07,15,65,C,0.692,P2,ACTIVE,0,467,55,1,81,1,19.04,19.82
A-S07,15,66,B,0.521,P2,ACTIVE,0,230,141,0,537,1,25.35,1.31
A-S07,15,67,B,0.824,P1,TERMINATED,1,1261,21,0,87,1,41.02,16.2
A-S07,15,68,B,0.215,P4,ACTIVE,0,128,60,1,45,1,5.35,29.49
A-S07,15,69,C,0.608,P2,TERMINATED,1,74,59,0,34,1,17.23,28.85
A-S07,15,70,B,0.581,P2,TERMINATED,1,231,64,1,212,1,22.03,18.26
A-S07,15,71,A,0.626,P2,ACTIVE,0,257,227,1,28,1,35.1,24.61
A-S07,15,72,C,0.311,P3,ACTIVE,0,100,79,1,38,1,43.23,27.19
A-S07,15,73,A,0.944,P1,TERMINATED,1,99,37,0,23,1,7.53,0.75
A-S07,15,74,A,0.16,P4,TERMINATED,1,443,17,0,243,0,2.48,3.42
A-S07,15,75,A,0.823,P1,TERMINATED,1,405,152,1,23,0,4.04,19.92
A-S07,15,76,B,0.859,P1,ACTIVE,0,84,25,1,132,1,26.21,30.15
A-S07,15,77,B,0.594,P2,TERMINATED,1,537,95,0,386,0,26.56,45.33
A-S07,15,78,A,0.514,P2,ACTIVE,0,15,94,1,407,0,38.19,35.48
A-S07,15,79,A,0.246,P4,ACTIVE,0,310,31,1,217,1,20.3,3.27
A-S07,15,80,A,0.902,P1,ACTIVE,0,358,143,1,148,1,10.09,49.59
A-S07,16,1,C,0.898,P1,ACTIVE,0,680,153,0,123,1,7.18,10.22
A-S07,16,2,C,0.931,P1,ACTIVE,0,134,124,0,85,1,12.64,15.95
A-S07,16,3,C,0.215,P4,ACTIVE,0,981,34,0,119,1,10.29,47.02
A-S07,16,4,B,0.415,P3,ACTIVE,0,90,102,1,604,1,19.36,45.86
A-S07,16,5,B,0.905,P1,TERMINATED,1,283,104,1,91,0,11.34,44.57
A-S07,16,6,A,0.451,P3,ACTIVE,0,424,7,1,36,1,36.42,45.36
A-S07,16,7,A,0.623,P2,ACTIVE,0,141,147,1,198,1,7,8.72
A-S07,16,8,A,0.42,P3,ACTIVE,0,14,12,0,331,0,40.02,27.47
A-S07,16,9,A,0.716,P2,TERMINATED,1,245,158,1,177,0,25.75,33.03
A-S07,16,10,B,0.218,P4,TERMINATED,1,86,45,0,186,1,30.07,27.91
A-S07,16,11,B,0.253,P3,TERMINATED,1,33,19,0,122,1,32.68,4.61
A-S07,16,12,A,0.4,P3,ACTIVE,0,451,77,1,124,1,47.02,22.6
A-S07,16,13,A,0.879,P1,ACTIVE,0,198,52,1,124,1,38.01,13.35
A-S07,16,14,B,0.823,P1,TERMINATED,1,533,83,1,260,1,43.54,18.98
A-S07,16,15,B,0.76,P1,TERMINATED,1,438,209,1,191,0,48.64,47.75
A-S07,16,16,B,0.378,P3,ACTIVE,0,110,46,1,283,1,40.7,12.07
A-S07,16,17,B,0.714,P2,ACTIVE,0,155,14,1,188,0,32.52,18.68
A-S07,16,18,B,0.163,P4,ACTIVE,0,495,26,0,112,0,15.56,7.3
A-S07,16,19,A,0.353,P3,ACTIVE,0,81,78,1,166,1,35.7,8.78
A-S07,16,20,C,0.697,P2,ACTIVE,0,48,141,0,183,1,23.84,27.79
A-S07,16,21,B,0.195,P4,TERMINATED,1,210,78,0,311,1,40.97,31.69
A-S07,16,22,B,0.156,P4,ACTIVE,0,84,32,1,514,1,27.56,8.14
A-S07,16,23,A,0.818,P1,TERMINATED,1,148,141,1,39,1,19.14,9.86
A-S07,16,24,A,0.902,P1,TERMINATED,1,167,27,0,229,1,8.07,35.03
A-S07,16,25,B,0.944,P1,TERMINATED,1,341,58,1,350,0,21.25,15.86
A-S07,16,26,C,0.244,P4,ACTIVE,0,282,54,1,66,1,49.34,2.45
A-S07,16,27,A,0.11,P4,ACTIVE,0,256,130,1,308,1,23.67,10.15
A-S07,16,28,B,0.836,P1,TERMINATED,1,78,109,0,202,0,45.14,47.37
A-S07,16,29,B,0.123,P4,ACTIVE,0,258,50,1,126,1,17.25,28.9
A-S07,16,30,A,0.199,P4,ACTIVE,0,252,66,1,109,1,39.9,35.63
A-S07,16,31,B,0.812,P1,TERMINATED,1,70,172,0,89,1,40.06,41.76
A-S07,16,32,C,0.587,P2,ACTIVE,0,100,73,1,139,1,31.27,15.09
A-S07,16,33,C,0.749,P2,TERMINATED,1,194,27,1,343,1,30.21,32.93
A-S07,16,34,A,0.684,P2,TERMINATED,1,890,27,1,170,1,20.79,17.16
A-S07,16,35,C,0.543,P2,TERMINATED,1,307,114,1,53,1,21.2,49.44
A-S07,16,36,C,0.568,P2,ACTIVE,0,358,56,0,149,1,11.46,19.12
A-S07,16,37,A,0.87,P1,TERMINATED,1,141,3,0,219,1,9.42,37.39
A-S07,16,38,C,0.541,P2,ACTIVE,0,420,52,1,135,1,25.27,3.09
A-S07,16,39,C,0.53,P2,ACTIVE,0,1088,161,0,1,1,9.97,13.31
A-S07,16,40,A,0.467,P3,ACTIVE,0,106,287,1,47,1,5.15,8.34
A-S07,16,41,A,0.587,P2,ACTIVE,0,133,68,1,39,1,31.76,10.07
A-S07,16,42,B,0.872,P1,ACTIVE,0,64,53,0,350,0,32.15,27.02
A-S07,16,43,A,0.592,P2,ACTIVE,0,390,58,1,234,1,20.19,44.59
A-S07,16,44,B,0.571,P2,TERMINATED,1,280,56,0,89,1,17.53,15.14
A-S07,16,45,A,0.883,P1,TERMINATED,1,362,25,1,301,0,7.37,34.58
A-S07,16,46,A,0.246,P4,ACTIVE,0,150,143,1,158,1,2.56,6.13
A-S07,16,47,A,0.544,P2,TERMINATED,1,64,136,0,30,0,40.92,36.03
A-S07,16,48,C,0.323,P3,ACTIVE,0,423,95,1,56,1,40.1,16.22
A-S07,16,49,B,0.887,P1,ACTIVE,0,505,81,1,357,0,46.44,26.36
A-S07,16,50,A,0.491,P3,ACTIVE,0,266,8,0,87,1,26.97,49.36
A-S07,16,51,A,0.897,P1,ACTIVE,0,145,71,1,32,1,14.43,43.33
A-S07,16,52,C,0.717,P2,ACTIVE,0,36,42,0,412,1,2.47,19.86
A-S07,16,53,B,0.803,P1,ACTIVE,0,1119,113,1,172,1,36.17,22.13
A-S07,16,54,A,0.126,P4,TERMINATED,1,480,28,1,200,0,29.49,10.5
A-S07,16,55,C,0.257,P3,ACTIVE,0,200,121,0,191,1,1.92,23.8
A-S07,16,56,C,0.429,P3,ACTIVE,0,705,28,0,153,0,4.73,17.43
A-S07,16,57,B,0.115,P4,ACTIVE,0,516,26,0,112,1,2.49,32.37
A-S07,16,58,B,0.66,P2,ACTIVE,0,318,4,0,473,1,3.88,46.88
A-S07,16,59,A,0.688,P2,ACTIVE,0,289,104,0,53,0,22.23,49.89
A-S07,16,60,A,0.164,P4,ACTIVE,0,23,87,1,415,1,5.43,4.11
A-S07,16,61,A,0.905,P1,TERMINATED,1,239,88,0,184,1,10.28,49.24
A-S07,16,62,A,0.183,P4,ACTIVE,0,298,12,1,201,0,9.65,12.8
A-S07,16,63,C,0.301,P3,ACTIVE,0,199,142,1,316,0,29.81,38.76
A-S07,16,64,C,0.647,P2,ACTIVE,0,24,35,0,208,0,7.26,48.75
A-S07,16,65,A,0.567,P2,TERMINATED,1,99,43,1,225,0,4.36,10.89
A-S07,16,66,B,0.175,P4,ACTIVE,0,208,74,1,231,1,19.45,35.96
A-S07,16,67,A,0.773,P1,ACTIVE,0,465,247,1,147,1,2.1,3.74
A-S07,16,68,A,0.684,P2,TERMINATED,1,693,46,1,280,0,18.48,45.75
A-S07,16,69,C,0.18,P4,ACTIVE,0,184,86,1,276,0,40,7.3
A-S07,16,70,C,0.86,P1,ACTIVE,0,334,73,0,85,1,40.73,19.88
A-S07,16,71,B,0.614,P2,ACTIVE,0,345,77,0,116,1,26.7,49.45
A-S07,16,72,A,0.227,P4,TERMINATED,1,457,265,1,117,1,47.01,35.42
A-S07,16,73,A,0.358,P3,TERMINATED,1,280,49,1,79,1,34.07,17.9
A-S07,16,74,A,0.591,P2,ACTIVE,0,560,282,1,34,1,11.45,0.18
A-S07,16,75,C,0.641,P2,TERMINATED,1,103,117,0,15,0,4.83,46.7
A-S07,16,76,A,0.679,P2,ACTIVE,0,282,183,1,489,1,27.62,23.06
A-S07,16,77,B,0.884,P1,ACTIVE,0,127,54,0,258,1,38.2,9.55
A-S07,16,78,C,0.807,P1,ACTIVE,0,107,16,1,41,1,32.85,13.02
A-S07,16,79,B,0.123,P4,ACTIVE,0,27,181,1,392,1,25,45.51
A-S07,16,80,A,0.885,P1,ACTIVE,0,43,175,1,300,1,33.29,14.29
A-S07,17,1,B,0.537,P2,ACTIVE,0,41,91,1,105,0,35.31,10.31
A-S07,17,2,A,0.947,P1,ACTIVE,0,146,97,1,339,1,2.04,19.16
A-S07,17,3,B,0.826,P1,ACTIVE,0,412,31,1,77,1,2.46,21.12
A-S07,17,4,B,0.494,P3,ACTIVE,0,325,96,0,79,1,8.28,23.42
A-S07,17,5,B,0.682,P2,TERMINATED,1,1220,183,0,138,0,37.67,34.55
A-S07,17,6,A,0.532,P2,ACTIVE,0,585,112,0,228,1,7.04,39.28
A-S07,17,7,C,0.13,P4,ACTIVE,0,107,36,0,253,1,26.87,22.18
A-S07,17,8,A,0.674,P2,TERMINATED,1,957,195,1,134,1,2.55,3.12
A-S07,17,9,A,0.351,P3,ACTIVE,0,238,96,0,636,1,20.22,8.93
A-S07,17,10,B,0.697,P2,TERMINATED,1,746,39,0,28,0,23.26,42.06
A-S07,17,11,A,0.288,P3,TERMINATED,1,202,65,1,91,0,38.24,42.63
A-S07,17,12,B,0.671,P2,ACTIVE,0,149,33,0,273,1,31.35,32.54
A-S07,17,13,A,0.932,P1,ACTIVE,0,35,132,1,229,1,16.52,23.81
A-S07,17,14,B,0.706,P2,ACTIVE,0,174,115,0,40,1,14.25,10.73
A-S07,17,15,B,0.816,P1,ACTIVE,0,122,82,1,35,1,5.18,30.37
A-S07,17,16,A,0.685,P2,TERMINATED,1,59,79,0,65,1,4.44,20.02
A-S07,17,17,A,0.909,P1,TERMINATED,1,171,43,1,155,0,40.53,24.46
A-S07,17,18,A,0.459,P3,ACTIVE,0,87,85,0,373,1,31.81,8.36
A-S07,17,19,C,0.903,P1,ACTIVE,0,221,24,1,52,1,7.17,13.59
A-S07,17,20,A,0.691,P2,ACTIVE,0,763,100,0,98,1,39.39,14.89
A-S07,17,21,A,0.662,P2,TERMINATED,1,97,125,1,211,1,40.05,16.17
A-S07,17,22,B,0.789,P1,ACTIVE,0,211,81,1,85,1,16.37,34.99
A-S07,17,23,B,0.377,P3,TERMINATED,1,701,62,0,50,1,6.58,45.21
A-S07,17,24,A,0.49,P3,TERMINATED,1,101,156,0,27,0,13.94,16.32
