scenario,replication,entity_id,group,severity,severity_category,status,event,event_time,time_to_first_service,received_service,time_to_stage2,reached_stage2,x,y
A-S00,13,33,B,0.426,P3,TERMINATED,1,75,19,1,176,0,22.77,6.01
A-S00,13,34,B,0.329,P3,ACTIVE,0,1,51,1,49,1,25.95,16.86
A-S00,13,35,A,0.215,P4,ACTIVE,0,305,82,1,28,0,19.81,7.98
A-S00,13,36,C,0.35,P3,ACTIVE,0,1013,48,0,304,1,48.28,25.55
A-S00,13,37,A,0.913,P1,TERMINATED,1,458,36,1,301,0,25.7,15.72
A-S00,13,38,A,0.437,P3,TERMINATED,1,211,85,1,109,0,18.17,14.12
A-S00,13,39,B,0.119,P4,ACTIVE,0,364,70,1,144,1,42.15,26.36
A-S00,13,40,A,0.264,P3,TERMINATED,1,513,162,1,149,1,21.07,21.93
A-S00,13,41,B,0.805,P1,TERMINATED,1,276,26,1,525,0,45.18,33.87
A-S00,13,42,B,0.338,P3,ACTIVE,0,92,174,1,106,1,35.37,17.78
A-S00,13,43,B,0.734,P2,ACTIVE,0,321,27,1,250,1,12.32,31.19
A-S00,13,44,A,0.547,P2,ACTIVE,0,176,5,0,41,1,41.3,45.22
A-S00,13,45,B,0.374,P3,TERMINATED,1,511,89,1,105,1,47.93,41.17
A-S00,13,46,A,0.775,P1,TERMINATED,1,1267,36,1,55,0,3.47,30.86
A-S00,13,47,A,0.447,P3,TERMINATED,1,74,20,1,58,1,48.05,30.07
A-S00,13,48,A,0.644,P2,ACTIVE,0,220,204,1,5,1,11.94,7.4
A-S00,13,49,A,0.817,P1,TERMINATED,1,201,37,1,172,1,22.74,14.26
A-S00,13,50,C,0.158,P4,ACTIVE,0,266,11,1,399,1,29.18,35.15
A-S00,13,51,C,0.657,P2,TERMINATED,1,13,51,1,202,1,6.29,16.21
A-S00,13,52,B,0.145,P4,ACTIVE,0,238,149,1,192,0,17.85,44.84
A-S00,13,53,C,0.583,P2,TERMINATED,1,329,51,1,243,0,22.48,2.89
A-S00,13,54,B,0.491,P3,ACTIVE,0,66,112,0,190,1,29.63,26.26
A-S00,13,55,A,0.512,P2,ACTIVE,0,243,107,1,117,1,19.05,39.92
A-S00,13,56,B,0.224,P4,ACTIVE,0,27,133,1,81,1,12.03,44.98
A-S00,13,57,B,0.118,P4,ACTIVE,0,218,84,1,111,1,32.74,35
A-S00,13,58,A,0.137,P4,TERMINATED,1,123,80,1,321,0,38.77,4.19
A-S00,13,59,B,0.439,P3,ACTIVE,0,7,90,1,99,1,14.68,45.96
A-S00,13,60,A,0.421,P3,ACTIVE,0,801,26,1,116,1,49.44,15.18
A-S00,13,61,C,0.305,P3,ACTIVE,0,79,7,1,277,1,14.28,1.82
A-S00,13,62,B,0.788,P1,ACTIVE,0,94,153,1,79,1,46.72,21.69
A-S00,13,63,B,0.497,P3,ACTIVE,0,122,36,1,199,0,7.54,44.37
A-S00,13,64,C,0.524,P2,ACTIVE,0,248,33,1,144,1,27.57,42.98
A-S00,13,65,B,0.603,P2,TERMINATED,1,45,41,1,17,1,13.53,21.16
A-S00,13,66,A,0.619,P2,ACTIVE,0,507,49,1,115,1,23.76,35.41
A-S00,13,67,C,0.4,P3,ACTIVE,0,10,59,0,291,1,16.87,43.16
A-S00,13,68,A,0.25,P4,ACTIVE,0,224,110,1,145,1,30.68,20.47
A-S00,13,69,C,0.613,P2,ACTIVE,0,131,146,1,222,1,23.05,31.77
A-S00,13,70,B,0.146,P4,TERMINATED,1,387,52,1,25,0,44.83,1.46
A-S00,13,71,C,0.728,P2,ACTIVE,0,18,31,1,36,0,48.76,3.62
A-S00,13,72,A,0.376,P3,ACTIVE,0,89,73,1,65,1,15.23,49.29
A-S00,13,73,C,0.928,P1,ACTIVE,0,23,136,1,340,1,42.09,12.56
A-S00,13,74,A,0.57,P2,ACTIVE,0,52,138,1,82,1,15.45,39.03
A-S00,13,75,B,0.853,P1,TERMINATED,1,139,121,0,98,0,6.11,4.98
A-S00,13,76,C,0.464,P3,TERMINATED,1,107,61,0,36,1,40.53,33.41
A-S00,13,77,A,0.86,P1,ACTIVE,0,143,79,1,44,1,21,21.73
A-S00,13,78,B,0.576,P2,TERMINATED,1,8,86,1,204,1,37.24,13.06
A-S00,13,79,B,0.793,P1,TERMINATED,1,43,138,0,286,0,42.51,3.79
A-S00,13,80,B,0.479,P3,ACTIVE,0,717,19,1,160,1,23.74,16.65
A-S00,14,1,A,0.865,P1,ACTIVE,0,147,69,0,617,1,25.49,26.45
A-S00,14,2,A,0.443,P3,ACTIVE,0,1119,33,1,32,1,37.42,44.19
A-S00,14,3,A,0.16,P4,ACTIVE,0,546,51,1,319,1,11.64,17.86
A-S00,14,4,C,0.45,P3,ACTIVE,0,64,70,0,593,1,20.99,29.09
A-S00,14,5,A,0.105,P4,ACTIVE,0,27,49,1,265,1,21.27,19.63
A-S00,14,6,C,0.876,P1,TERMINATED,1,130,13,0,78,1,43.48,27.94
A-S00,14,7,B,0.809,P1,TERMINATED,1,354,151,1,91,1,22.74,49.99
A-S00,14,8,A,0.635,P2,ACTIVE,0,696,57,1,202,1,47.17,10.04
A-S00,14,9,C,0.35,P3,ACTIVE,0,295,71,1,160,1,24.46,6.5
A-S00,14,10,B,0.9,P1,TERMINATED,1,212,16,0,25,1,19.52,10.98
A-S00,14,11,C,0.791,P1,TERMINATED,1,334,108,1,144,1,9.11,43.7
A-S00,14,12,A,0.636,P2,TERMINATED,1,1029,92,1,270,0,28.81,41.43
A-S00,14,13,A,0.234,P4,ACTIVE,0,288,143,0,450,1,20.02,0.26
A-S00,14,14,A,0.208,P4,ACTIVE,0,45,182,1,33,1,42.61,15.45
A-S00,14,15,C,0.319,P3,TERMINATED,1,15,46,0,85,1,0.77,12.39
A-S00,14,16,A,0.584,P2,ACTIVE,0,392,42,1,196,1,5.54,5.76
A-S00,14,17,A,0.276,P3,ACTIVE,0,320,84,1,35,1,18.35,29.37
A-S00,14,18,B,0.483,P3,TERMINATED,1,203,39,0,268,0,8.23,18.38
A-S00,14,19,A,0.625,P2,TERMINATED,1,244,5,1,247,1,5.62,9.15
A-S00,14,20,C,0.458,P3,ACTIVE,0,384,119,1,174,1,40.33,41.15
A-S00,14,21,B,0.758,P1,TERMINATED,1,140,152,0,192,0,18.7,40.03
A-S00,14,22,C,0.668,P2,ACTIVE,0,89,11,0,399,1,10.81,16.05
A-S00,14,23,C,0.95,P1,TERMINATED,1,351,109,0,55,1,1.42,25.76
A-S00,14,24,A,0.576,P2,TERMINATED,1,326,63,1,297,1,6.1,35.83
A-S00,14,25,B,0.726,P2,ACTIVE,0,497,100,1,163,0,31.34,34.5
A-S00,14,26,B,0.117,P4,ACTIVE,0,648,6,1,118,1,1.63,45.6
A-S00,14,27,B,0.897,P1,ACTIVE,0,444,100,0,153,1,43.44,31.74
A-S00,14,28,C,0.8,P1,TERMINATED,1,6,29,1,425,0,22.44,26.47
A-S00,14,29,C,0.943,P1,ACTIVE,0,168,57,1,14,1,38.82,37.65
A-S00,14,30,B,0.46,P3,ACTIVE,0,282,43,1,326,1,4.06,30.96
A-S00,14,31,B,0.838,P1,ACTIVE,0,17,44,1,273,1,22.36,16.19
A-S00,14,32,C,0.461,P3,ACTIVE,0,70,70,1,45,1,44.53,44.94
A-S00,14,33,B,0.681,P2,TERMINATED,1,577,145,0,20,1,20.18,0.49
A-S00,14,34,A,0.913,P1,TERMINATED,1,80,34,1,299,0,12.62,36.72
A-S00,14,35,C,0.678,P2,TERMINATED,1,229,63,1,204,0,27.31,24.54
A-S00,14,36,A,0.215,P4,ACTIVE,0,78,186,1,263,0,28.03,30.97
A-S00,14,37,B,0.439,P3,TERMINATED,1,68,56,0,32,1,23.03,3.68
A-S00,14,38,A,0.691,P2,ACTIVE,0,6,62,1,154,1,9.91,35.02
A-S00,14,39,C,0.909,P1,TERMINATED,1,667,60,1,125,1,18.76,37.92
A-S00,14,40,B,0.804,P1,TERMINATED,1,134,68,1,233,1,1.32,19.49
A-S00,14,41,B,0.866,P1,TERMINATED,1,238,125,0,66,1,18.09,25.28
A-S00,14,42,A,0.758,P1,TERMINATED,1,380,17,1,379,1,30.69,13.02
A-S00,14,43,A,0.121,P4,ACTIVE,0,184,27,1,136,0,13.27,35.62
A-S00,14,44,B,0.74,P2,ACTIVE,0,309,66,1,34,1,14.84,25.34
A-S00,14,45,B,0.257,P3,ACTIVE,0,2,105,0,306,1,49.29,49.35
A-S00,14,46,C,0.699,P2,TERMINATED,1,76,20,1,82,0,19.85,24.36
A-S00,14,47,B,0.476,P3,TERMINATED,1,300,21,1,104,0,48.06,46.18
A-S00,14,48,A,0.1,P4,TERMINATED,1,50,81,1,72,1,32.33,4.09
A-S00,14,49,A,0.126,P4,TERMINATED,1,96,208,1,288,1,31.22,49.7
A-S00,14,50,A,0.693,P2,ACTIVE,0,380,43,1,138,1,1.33,4.57
A-S00,14,51,B,0.365,P3,ACTIVE,0,209,157,1,302,0,31.73,20.24
A-S00,14,52,A,0.106,P4,ACTIVE,0,114,18,1,66,1,49.36,37.25
A-S00,14,53,A,0.813,P1,ACTIVE,0,732,51,1,287,1,13.08,37.56
A-S00,14,54,B,0.507,P2,ACTIVE,0,251,75,1,155,1,11.37,49.58
A-S00,14,55,B,0.473,P3,ACTIVE,0,110,32,0,132,1,3.27,27.63
A-S00,14,56,B,0.662,P2,TERMINATED,1,22,36,0,309,1,48.81,47.98
A-S00,14,57,B,0.901,P1,ACTIVE,0,15,37,1,677,0,40.69,32.58
A-S00,14,58,C,0.697,P2,TERMINATED,1,218,85,1,459,1,38.14,35.9
A-S00,14,59,B,0.588,P2,ACTIVE,0,43,29,1,76,0,26.77,7.74
A-S00,14,60,A,0.268,P3,TERMINATED,1,249,105,1,142,0,40.02,2.64
A-S00,14,61,A,0.864,P1,TERMINATED,1,1055,42,1,358,0,8.64,36.76
A-S00,14,62,A,0.49,P3,ACTIVE,0,9,155,1,233,1,38.96,44.53
A-S00,14,63,C,0.118,P4,ACTIVE,0,133,115,1,159,1,45.7,30.08
A-S00,14,64,C,0.679,P2,ACTIVE,0,398,206,1,648,1,26.55,36.01
A-S00,14,65,C,0.55,P2,ACTIVE,0,1003,69,0,6,1,32.75,11.26
A-S00,14,66,A,0.918,P1,TERMINATED,1,54,22,1,418,0,49.41,43.8
A-S00,14,67,B,0.636,P2,TERMINATED,1,283,6,1,221,0,14.19,13.6
A-S00,14,68,B,0.822,P1,TERMINATED,1,461,11,1,105,1,29.66,42.86
A-S00,14,69,B,0.703,P2,TERMINATED,1,423,185,1,169,0,33.88,17.77
A-S00,14,70,B,0.24,P4,ACTIVE,0,443,48,1,235,1,33.21,37.38
A-S00,14,71,B,0.504,P2,TERMINATED,1,147,80,1,312,1,8.41,39.01
A-S00,14,72,A,0.738,P2,TERMINATED,1,311,1,0,258,1,12.73,22.46
A-S00,14,73,B,0.716,P2,ACTIVE,0,235,117,1,79,1,44.44,32.52
A-S00,14,74,A,0.8,P1,ACTIVE,0,78,168,1,220,1,43.08,2.09
A-S00,14,75,B,0.299,P3,TERMINATED,1,469,28,1,79,0,42.66,43.15
A-S00,14,76,A,0.139,P4,ACTIVE,0,34,11,1,249,1,0.08,30.04
A-S00,14,77,B,0.816,P1,ACTIVE,0,94,44,1,65,1,43.83,21.85
A-S00,14,78,B,0.551,P2,ACTIVE,0,362,199,1,19,1,38.59,6.3
A-S00,14,79,A,0.365,P3,ACTIVE,0,263,48,1,199,0,23.66,20.22
A-S00,14,80,B,0.858,P1,TERMINATED,1,2,214,1,226,1,10.47,13.67
A-S00,15,1,A,0.269,P3,ACTIVE,0,273,28,0,147,1,19.72,6.24
A-S00,15,2,B,0.923,P1,TERMINATED,1,29,141,1,144,0,25.14,38.57
A-S00,15,3,B,0.158,P4,ACTIVE,0,0,15,1,57,0,20.08,21.46
A-S00,15,4,B,0.805,P1,ACTIVE,0,94,142,1,189,1,14.46,14.42
A-S00,15,5,C,0.38,P3,ACTIVE,0,4,57,1,255,1,26.27,10.84
A-S00,15,6,C,0.795,P1,TERMINATED,1,446,102,1,252,0,29.67,9.04
A-S00,15,7,C,0.209,P4,TERMINATED,1,341,15,0,85,1,36.58,35.23
A-S00,15,8,A,0.865,P1,ACTIVE,0,446,97,1,253,1,9.28,47.59
A-S00,15,9,A,0.904,P1,TERMINATED,1,310,46,1,124,1,4.71,10.13
A-S00,15,10,A,0.535,P2,ACTIVE,0,178,34,1,707,1,9.62,11.61
A-S00,15,11,C,0.736,P2,TERMINATED,1,203,8,1,21,1,46.93,27.1
A-S00,15,12,A,0.173,P4,ACTIVE,0,260,121,1,130,1,15.02,42.59
A-S00,15,13,B,0.693,P2,TERMINATED,1,312,39,1,81,0,39.75,21.12
A-S00,15,14,A,0.625,P2,ACTIVE,0,285,88,1,310,1,6.11,9.11
A-S00,15,15,B,0.818,P1,ACTIVE,0,486,22,0,166,1,6.08,9.14
A-S00,15,16,B,0.711,P2,TERMINATED,1,519,39,1,156,1,38.44,15.25
A-S00,15,17,B,0.425,P3,ACTIVE,0,22,23,1,44,1,3.15,9.04
A-S00,15,18,B,0.759,P1,TERMINATED,1,188,77,1,56,0,39.96,7.32
A-S00,15,19,A,0.122,P4,ACTIVE,0,142,166,0,24,1,23.83,44.45
A-S00,15,20,A,0.233,P4,TERMINATED,1,255,14,1,132,1,4.43,34.21
A-S00,15,21,A,0.298,P3,ACTIVE,0,118,94,0,47,1,11.14,33.76
A-S00,15,22,B,0.903,P1,TERMINATED,1,584,215,1,178,1,27.25,34.36
A-S00,15,23,A,0.112,P4,ACTIVE,0,659,24,1,69,1,10.78,4.78
A-S00,15,24,A,0.534,P2,TERMINATED,1,133,6,1,116,0,17.53,49.75
A-S00,15,25,A,0.929,P1,TERMINATED,1,679,29,1,223,1,4,18.4
A-S00,15,26,A,0.453,P3,TERMINATED,1,121,12,1,4,0,28.02,3.4
A-S00,15,27,B,0.858,P1,TERMINATED,1,148,22,0,157,1,37.49,7.45
A-S00,15,28,C,0.237,P4,ACTIVE,0,204,102,1,109,0,13.51,48.82
A-S00,15,29,B,0.652,P2,ACTIVE,0,73,37,0,348,1,14.02,5.67
A-S00,15,30,A,0.495,P3,ACTIVE,0,204,105,0,91,1,10.37,31.3
A-S00,15,31,C,0.918,P1,ACTIVE,0,47,82,1,150,1,22.02,5.47
A-S00,15,32,A,0.605,P2,ACTIVE,0,814,38,0,200,1,36.82,20.11
A-S00,15,33,C,0.805,P1,TERMINATED,1,279,8,1,47,0,4.14,46.91
A-S00,15,34,B,0.746,P2,ACTIVE,0,6,59,0,451,1,35.76,17.53
A-S00,15,35,A,0.944,P1,TERMINATED,1,223,1,1,165,0,36.83,34.03
A-S00,15,36,B,0.37,P3,TERMINATED,1,170,130,1,305,1,1.54,19.32
A-S00,15,37,A,0.188,P4,TERMINATED,1,637,25,1,252,0,16.04,4.62
A-S00,15,38,C,0.169,P4,ACTIVE,0,178,191,1,213,1,22.97,40.84
A-S00,15,39,B,0.148,P4,ACTIVE,0,630,144,1,44,0,14.77,41.27
A-S00,15,40,B,0.762,P1,TERMINATED,1,191,36,1,322,1,11.8,35.05
A-S00,15,41,B,0.324,P3,ACTIVE,0,586,12,1,86,1,11.26,16.21
A-S00,15,42,A,0.676,P2,ACTIVE,0,220,103,0,395,1,32.63,4.55
A-S00,15,43,A,0.295,P3,TERMINATED,1,233,5,1,76,1,18.96,48.02
A-S00,15,44,A,0.362,P3,TERMINATED,1,37,148,0,204,0,0.67,17.83
A-S00,15,45,A,0.107,P4,TERMINATED,1,49,27,1,151,0,1.63,32.67
A-S00,15,46,A,0.645,P2,TERMINATED,1,125,32,1,179,1,11.55,19.25
A-S00,15,47,A,0.945,P1,TERMINATED,1,28,6,1,17,1,31.8,43.66
A-S00,15,48,C,0.321,P3,TERMINATED,1,787,101,1,6,0,40.77,22.15
A-S00,15,49,A,0.353,P3,ACTIVE,0,134,15,1,206,1,46.69,30.06
A-S00,15,50,C,0.18,P4,ACTIVE,0,152,131,0,133,1,20.59,47.95
A-S00,15,51,A,0.194,P4,ACTIVE,0,29,80,1,34,1,4.24,17.62
A-S00,15,52,A,0.286,P3,ACTIVE,0,501,93,1,64,1,12.51,11.59
A-S00,15,53,C,0.283,P3,ACTIVE,0,183,45,1,246,1,25.99,19.27
A-S00,15,54,C,0.865,P1,TERMINATED,1,142,7,1,7,0,3.25,6.22
A-S00,15,55,B,0.411,P3,TERMINATED,1,1137,26,1,104,1,36.02,44.2
A-S00,15,56,A,0.486,P3,ACTIVE,0,477,7,0,67,1,15.06,14.54
A-S00,15,57,A,0.692,P2,ACTIVE,0,29,131,1,48,1,6.69,2.29
A-S00,15,58,B,0.622,P2,TERMINATED,1,54,7,0,166,1,36.11,40.03
A-S00,15,59,A,0.151,P4,ACTIVE,0,281,195,1,140,1,13.53,6.96
A-S00,15,60,A,0.142,P4,ACTIVE,0,318,279,1,373,1,9.76,26.04
A-S00,15,61,A,0.125,P4,ACTIVE,0,344,76,1,18,1,47.7,7.86
A-S00,15,62,B,0.118,P4,ACTIVE,0,735,101,1,706,1,40.73,12.3
A-S00,15,63,A,0.92,P1,ACTIVE,0,759,80,1,511,0,14.56,18.12
A-S00,15,64,C,0.413,P3,TERMINATED,1,423,114,1,230,1,9.24,15.96
A-S00,15,65,C,0.929,P1,TERMINATED,1,83,81,1,366,0,36.28,43.09
A-S00,15,66,B,0.739,P2,TERMINATED,1,204,64,1,444,0,28.49,47.09
A-S00,15,67,C,0.59,P2,ACTIVE,0,49,42,1,107,1,30.44,46.07
A-S00,15,68,B,0.294,P3,ACTIVE,0,535,78,1,146,1,33.87,44.87
A-S00,15,69,A,0.816,P1,TERMINATED,1,196,39,1,217,0,10.84,15.66
A-S00,15,70,A,0.539,P2,ACTIVE,0,28,7,1,44,1,34.84,30.81
A-S00,15,71,A,0.648,P2,TERMINATED,1,193,79,1,509,1,32.62,30.86
A-S00,15,72,B,0.499,P3,ACTIVE,0,234,78,1,276,1,32.18,39.11
A-S00,15,73,A,0.49,P3,ACTIVE,0,3,33,1,130,1,43.27,12.42
A-S00,15,74,B,0.384,P3,ACTIVE,0,201,36,1,390,1,16.55,32.73
A-S00,15,75,B,0.858,P1,TERMINATED,1,1196,46,0,88,1,37.66,42.88
A-S00,15,76,A,0.155,P4,ACTIVE,0,95,146,1,61,1,18.23,32.72
A-S00,15,77,A,0.75,P2,ACTIVE,0,1381,62,1,292,1,9.7,39.67
A-S00,15,78,B,0.802,P1,TERMINATED,1,96,25,1,36,0,8.62,23.94
A-S00,15,79,C,0.902,P1,TERMINATED,1,202,19,1,50,0,17.65,47.59
A-S00,15,80,B,0.626,P2,ACTIVE,0,165,48,1,171,1,48.34,23.04
A-S00,16,1,A,0.25,P3,TERMINATED,1,474,47,1,25,0,21,32.63
A-S00,16,2,B,0.754,P1,ACTIVE,0,66,81,1,375,1,47.49,43.31
A-S00,16,3,A,0.466,P3,ACTIVE,0,159,46,1,13,1,11.5,27.76
A-S00,16,4,B,0.139,P4,TERMINATED,1,8,35,1,63,0,6.23,7.12
A-S00,16,5,B,0.675,P2,ACTIVE,0,255,0,0,166,1,19.16,12.87
A-S00,16,6,A,0.415,P3,ACTIVE,0,82,109,1,465,1,48.94,34.79
A-S00,16,7,A,0.746,P2,TERMINATED,1,203,42,1,51,1,43.46,49.12
A-S00,16,8,C,0.119,P4,ACTIVE,0,15,156,0,243,1,49.32,39.18
A-S00,16,9,B,0.891,P1,ACTIVE,0,65,17,1,564,0,19.35,2.51
A-S00,16,10,A,0.143,P4,ACTIVE,0,612,123,0,24,1,35.72,13.79
A-S00,16,11,B,0.867,P1,TERMINATED,1,403,207,1,403,1,24.67,39.03
A-S00,16,12,A,0.154,P4,ACTIVE,0,125,2,0,122,0,43.44,20.17
A-S00,16,13,A,0.43,P3,TERMINATED,1,35,27,1,23,1,36.43,46.84
A-S00,16,14,B,0.473,P3,ACTIVE,0,12,63,1,475,1,7.86,37.69
A-S00,16,15,C,0.189,P4,ACTIVE,0,408,18,0,5,1,13.3,1.87
A-S00,16,16,C,0.397,P3,ACTIVE,0,147,42,1,1,1,0.99,44.22
A-S00,16,17,A,0.614,P2,ACTIVE,0,453,95,0,142,1,38.66,12.34
A-S00,16,18,B,0.186,P4,TERMINATED,1,442,18,0,112,1,12.64,3.2
A-S00,16,19,B,0.842,P1,TERMINATED,1,54,1,1,87,1,28.74,39.29
A-S00,16,20,C,0.81,P1,TERMINATED,1,56,10,0,136,1,22.72,4.41
A-S00,16,21,B,0.838,P1,ACTIVE,0,63,17,0,171,1,11.04,41.56
A-S00,16,22,A,0.113,P4,ACTIVE,0,142,47,1,203,0,2.14,20.22
A-S00,16,23,A,0.199,P4,ACTIVE,0,34,82,0,117,1,22.55,25.18
A-S00,16,24,B,0.297,P3,TERMINATED,1,150,40,1,52,0,47.05,6.85
A-S00,16,25,A,0.693,P2,ACTIVE,0,393,54,0,194,1,43.75,28.72
A-S00,16,26,A,0.692,P2,TERMINATED,1,276,72,0,265,1,31.81,14.84
A-S00,16,27,B,0.157,P4,ACTIVE,0,3,85,1,61,0,38.31,34.46
A-S00,16,28,A,0.938,P1,ACTIVE,0,358,222,0,157,1,29.96,39.22
A-S00,16,29,C,0.485,P3,ACTIVE,0,653,114,0,127,1,6.1,28.94
A-S00,16,30,A,0.45,P3,ACTIVE,0,183,19,1,225,1,0.22,40.92
A-S00,16,31,B,0.889,P1,ACTIVE,0,395,18,1,763,1,20.47,24.03
A-S00,16,32,A,0.128,P4,ACTIVE,0,233,40,0,86,1,42.4,22.85
A-S00,16,33,A,0.561,P2,TERMINATED,1,118,106,1,80,1,9.8,13.52
A-S00,16,34,A,0.165,P4,TERMINATED,1,335,315,1,191,0,7.9,5.41
A-S00,16,35,C,0.715,P2,TERMINATED,1,123,129,1,332,1,14.51,5.85
A-S00,16,36,A,0.603,P2,TERMINATED,1,410,124,1,435,1,33.04,48.06
A-S00,16,37,B,0.776,P1,ACTIVE,0,68,23,0,47,1,31.84,30.32
A-S00,16,38,A,0.708,P2,TERMINATED,1,50,143,1,205,1,48.42,26.92
A-S00,16,39,A,0.946,P1,ACTIVE,0,133,10,1,157,1,42.71,27.83
A-S00,16,40,A,0.223,P4,ACTIVE,0,840,29,1,122,1,16.15,0.24
A-S00,16,41,B,0.266,P3,ACTIVE,0,185,65,1,128,1,41.03,35.39
A-S00,16,42,A,0.19,P4,ACTIVE,0,493,12,1,335,1,19.62,29.43
A-S00,16,43,B,0.281,P3,ACTIVE,0,169,150,1,21,1,39.25,10.77
A-S00,16,44,A,0.454,P3,ACTIVE,0,210,1,1,132,1,30.06,26.94
A-S00,16,45,C,0.217,P4,ACTIVE,0,352,29,1,210,1,27.27,39.57
A-S00,16,46,A,0.395,P3,ACTIVE,0,324,82,1,57,1,37.85,2.17
A-S00,16,47,B,0.857,P1,TERMINATED,1,44,96,0,228,0,21.81,41.36
A-S00,16,48,A,0.658,P2,ACTIVE,0,215,32,1,140,1,36,29.37
A-S00,16,49,B,0.576,P2,TERMINATED,1,734,78,1,135,0,42.05,19.76
A-S00,16,50,B,0.399,P3,ACTIVE,0,317,26,1,19,1,4.52,22.28
A-S00,16,51,C,0.293,P3,ACTIVE,0,535,0,1,39,0,46.64,26.12
A-S00,16,52,A,0.337,P3,ACTIVE,0,121,220,1,46,0,47.47,18.35
A-S00,16,53,A,0.62,P2,ACTIVE,0,32,21,1,25,1,6.73,49.33
A-S00,16,54,A,0.292,P3,ACTIVE,0,75,75,1,27,0,29.8,13.68
A-S00,16,55,A,0.64,P2,TERMINATED,1,466,12,1,344,1,9.97,7.98
A-S00,16,56,C,0.621,P2,ACTIVE,0,215,19,1,302,1,32.23,45.33
A-S00,16,57,C,0.656,P2,TERMINATED,1,439,173,0,255,1,20.98,16.94
A-S00,16,58,B,0.612,P2,ACTIVE,0,245,56,1,266,1,7.41,1.1
A-S00,16,59,B,0.486,P3,ACTIVE,0,968,134,1,680,1,10.8,25.33
A-S00,16,60,B,0.222,P4,ACTIVE,0,400,92,1,112,1,49.16,43.24
A-S00,16,61,A,0.184,P4,ACTIVE,0,201,16,1,22,1,17,49.6
A-S00,16,62,C,0.152,P4,TERMINATED,1,446,51,0,343,0,48.01,16.71
A-S00,16,63,A,0.342,P3,TERMINATED,1,396,9,1,257,0,28.26,22.19
A-S00,16,64,A,0.717,P2,ACTIVE,0,507,26,1,298,1,29.08,17.33
A-S00,16,65,B,0.183,P4,ACTIVE,0,768,30,1,98,1,28.61,26.75
A-S00,16,66,A,0.161,P4,TERMINATED,1,183,35,1,54,1,10.08,3.83
A-S00,16,67,C,0.572,P2,ACTIVE,0,117,53,1,167,1,47.24,3.18
A-S00,16,68,A,0.588,P2,TERMINATED,1,17,77,1,192,0,36.67,32.5
A-S00,16,69,B,0.173,P4,ACTIVE,0,405,114,1,54,1,7.1,41.01
A-S00,16,70,A,0.753,P1,TERMINATED,1,44,166,1,101,0,25.01,11.89
A-S00,16,71,A,0.62,P2,ACTIVE,0,125,49,1,445,1,13.97,24.01
A-S00,16,72,C,0.214,P4,ACTIVE,0,653,77,1,177,1,23.24,24.26
A-S00,16,73,B,0.918,P1,ACTIVE,0,432,94,1,116,0,23.06,19.48
A-S00,16,74,B,0.526,P2,TERMINATED,1,107,16,1,372,1,12.39,27.1
A-S00,16,75,A,0.149,P4,ACTIVE,0,196,139,1,185,1,18.04,3.42
A-S00,16,76,A,0.37,P3,TERMINATED,1,335,32,1,68,1,2,1.5
A-S00,16,77,B,0.169,P4,ACTIVE,0,725,232,0,166,1,1,42.39
A-S00,16,78,B,0.654,P2,TERMINATED,1,530,19,1,289,0,10.25,18.17
A-S00,16,79,B,0.572,P2,ACTIVE,0,9,139,0,287,1,33.28,25.65
A-S00,16,80,A,0.112,P4,ACTIVE,0,371,15,1,31,1,43.28,20.57
A-S00,17,1,A,0.506,P2,TERMINATED,1,348,84,1,68,1,5.96,20.87
A-S00,17,2,B,0.888,P1,ACTIVE,0,78,70,1,160,1,3.69,46.32
A-S00,17,3,A,0.237,P4,ACTIVE,0,208,103,0,282,1,38.09,37.81
A-S00,17,4,C,0.76,P1,TERMINATED,1,353,61,0,508,1,33.06,25.96
A-S00,17,5,B,0.65,P2,TERMINATED,1,321,50,1,142,1,27.19,27.57
A-S00,17,6,B,0.819,P1,ACTIVE,0,33,44,1,41,1,27.18,48.65
A-S00,17,7,C,0.35,P3,ACTIVE,0,82,45,0,157,1,17.22,30.11
A-S00,17,8,C,0.918,P1,TERMINATED,1,342,48,1,100,1,5.9,30.52
A-S00,17,9,A,0.222,P4,ACTIVE,0,907,37,1,14,1,41.47,44.63
A-S00,17,10,C,0.216,P4,ACTIVE,0,27,86,1,148,0,30.18,47.09
A-S00,17,11,B,0.603,P2,ACTIVE,0,205,22,1,631,1,10.89,9.03
A-S00,17,12,C,0.94,P1,ACTIVE,0,198,2,1,150,1,14.59,37.05
A-S00,17,13,B,0.774,P1,TERMINATED,1,69,72,1,408,1,49.58,16.37
A-S00,17,14,C,0.131,P4,TERMINATED,1,225,59,1,125,1,8.15,43.19
A-S00,17,15,B,0.503,P2,ACTIVE,0,273,82,0,138,1,3.37,35.85
A-S00,17,16,C,0.877,P1,TERMINATED,1,276,192,1,212,1,22.81,17.46
A-S00,17,17,A,0.339,P3,ACTIVE,0,397,85,1,22,1,11.24,27.21
A-S00,17,18,A,0.603,P2,TERMINATED,1,232,7,1,420,0,24.14,1.21
A-S00,17,19,A,0.309,P3,ACTIVE,0,122,71,1,37,1,44.32,37.3
A-S00,17,20,A,0.149,P4,ACTIVE,0,90,16,0,54,1,36.88,21.44
A-S00,17,21,B,0.16,P4,ACTIVE,0,36,23,1,20,1,16.57,34.42
